"MatchID","Year","Tournament","Round","Time","Result","Player","Nationality_1","Opponent","Nationality_2","Aces","Aces_Diff","Double_Faults","Double_Faults_Diff","First_Serve_Total","First_Serve_Per","First_Serve_Per_Diff","First_Serve_Points_Won_Total","First_Serve_Points_Won_Per","First_Serve_Points_Won_Per_Diff","Second_Serve_Points_Won_Total","Second_Serve_Points_Won_Per","Second_Serve_Points_Won_Per_Diff","Break_Points_Saved_Total","Break_Points_Saved_Per","Break_Points_Saved_Per_Diff","Service_Games_Played","First_Serve_Return_Points_Won_Total","First_Serve_Return_Points_Won_Per","First_Serve_Return_Points_Won_Per_Diff","Second_Serve_Return_Points_Won_Total","Second_Serve_Return_Points_Won_Per","Second_Serve_Return_Points_Won_Per_Diff","Break_Points_Converted_Total","Break_Points_Converted_Per","Break_Points_Converted_Per_Diff","Return_Games_Played","Total_Service_Points_Won_Total","Total_Service_Points_Won_Per","Total_Service_Points_Won_Per_Diff","Total_Return_Points_Won_Total","Total_Return_Points_Won_Per","Total_Return_Points_Won_Per_Diff","Total_Points_Won_Total","Total_Points_Won_Per","Total_Points_Won_Per_Diff"
20,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Sam Querrey","United States","Tommy Haas","Germany",11,7,3,2,58,67,-8,39,79,3,19,31,-33,4,50,50,10,43,23,3,14,35,-33,0,0,-50,10,58,63,-10,57,26,-10,115,45,-9
21,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Nicolas Almagro","Spain","Go Soeda","Japan",16,12,1,-3,53,60,-6,32,87,16,21,76,42,0,0,-66,10,52,28,16,26,65,42,6,33,33,10,53,83,25,78,41,25,131,58,17
21,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Go Soeda","Japan","Nicolas Almagro","Spain",4,-12,4,3,78,66,6,52,71,-16,26,34,-42,6,66,66,10,32,12,-16,21,23,-42,0,0,-33,10,78,58,-25,53,16,-25,131,41,-17
22,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Jeremy Chardy","France","Bernard Tomic","Australia",11,4,6,5,78,65,9,51,80,14,27,37,-15,5,100,100,10,33,33,14,25,48,-14,3,100,100,10,78,65,5,58,39,5,136,54,9
22,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Bernard Tomic","Australia","Jeremy Chardy","France",7,-4,1,-5,58,56,-9,33,66,-14,25,52,15,3,0,-100,10,51,19,-14,27,62,14,5,0,-100,10,58,60,-5,78,34,-5,136,45,-9
23,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Feliciano Lopez","Spain","Jarkko Nieminen","Finland",8,0,9,7,119,57,-15,69,75,6,50,44,-10,10,70,20,16,63,30,6,24,45,-11,6,50,20,15,119,62,-3,87,34,-3,206,50,1
23,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Jarkko Nieminen","Finland","Feliciano Lopez","Spain",8,0,2,-7,87,72,15,63,69,-6,24,54,10,6,50,-20,15,69,24,-6,50,56,11,10,30,-20,16,87,65,3,119,37,3,206,49,-1
24,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Tomas Berdych","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L",NA,NA,"Tomas Berdych","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Stan Wawrinka","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L",NA,NA,"Stan Wawrinka","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Kevin Anderson","South Africa","Victor Hanescu","Romania",18,9,2,2,103,65,-11,67,83,9,36,61,1,4,75,-25,17,91,25,9,28,39,1,4,0,-25,17,103,75,4,119,28,4,222,50,1
26,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Victor Hanescu","Romania","Kevin Anderson","South Africa",9,-9,0,-2,119,76,11,91,74,-9,28,60,-1,4,100,25,17,67,16,-9,36,38,-1,4,25,25,17,119,71,-4,103,24,-4,222,49,-1
27,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Fernando Verdasco","Spain","Ze Zhang","China",6,2,0,-2,53,73,0,39,84,23,14,71,28,0,0,-50,10,44,38,23,16,56,28,6,50,50,10,53,81,25,60,43,25,113,61,23
27,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Ze Zhang","China","Fernando Verdasco","Spain",4,-2,2,2,60,73,0,44,61,-23,16,43,-28,6,50,50,10,39,15,-23,14,28,-28,0,0,-50,10,60,56,-25,53,18,-25,113,38,-23
28,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Milos Raonic","Canada","Michal Przysiezny","Poland",16,9,3,2,55,58,-8,32,90,19,23,60,-1,3,100,50,10,35,28,19,18,38,-1,4,50,50,10,55,78,11,53,32,11,108,55,11
28,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Michal Przysiezny","Poland","Milos Raonic","Canada",7,-9,1,-2,53,66,8,35,71,-19,18,61,1,4,50,-50,10,32,9,-19,23,39,1,3,0,-50,10,53,67,-11,55,21,-11,108,44,-11
29,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","John Isner","United States","Santiago Giraldo","Colombia",29,19,0,-2,88,77,18,68,83,14,20,60,0,4,75,-2,17,63,30,14,43,39,-1,9,22,-3,17,88,78,12,106,33,12,194,54,9
29,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Santiago Giraldo","Colombia","John Isner","United States",10,-19,2,2,106,59,-18,63,69,-14,43,60,0,9,77,2,17,68,16,-14,20,40,1,4,25,3,17,106,66,-12,88,21,-12,194,45,-9
30,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Carlos Berlocq","Argentina","Dmitry Tursunov","Russian Federation",4,-7,2,-3,90,63,5,57,73,-7,33,39,3,6,33,-11,15,50,20,-6,36,63,3,9,55,-11,15,90,61,0,86,38,0,176,50,0
30,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Dmitry Tursunov","Russian Federation","Carlos Berlocq","Argentina",11,7,5,3,86,58,-5,50,80,7,36,36,-3,9,44,11,15,57,26,6,33,60,-3,6,66,11,15,86,61,0,90,38,0,176,50,0
31,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Alexandr Dolgopolov","Ukraine","Michael Russell","United States",8,6,1,0,47,70,1,33,81,21,14,64,34,3,100,34,8,46,39,21,20,70,35,12,33,33,8,47,76,25,66,48,25,113,60,21
31,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L","Michael Russell","United States","Alexandr Dolgopolov","Ukraine",2,-6,1,0,66,69,-1,46,60,-21,20,30,-34,12,66,-34,8,33,18,-21,14,35,-35,3,0,-33,8,66,51,-25,47,23,-25,113,39,-21
32,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"W","Rafael Nadal","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2013,"ATP World Tour Masters 1000 Shanghai",64,NA,"L",NA,NA,"Rafael Nadal","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Novak Djokovic","Serbia","Marcel Granollers","Spain",6,6,2,-2,45,57,9,26,80,33,19,52,15,3,100,50,7,23,52,33,24,62,15,10,50,50,7,45,68,26,47,57,26,92,63,27
33,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Marcel Granollers","Spain","Novak Djokovic","Serbia",0,-6,4,2,47,48,-9,23,47,-33,24,37,-15,10,50,-50,7,26,19,-33,19,47,-15,3,0,-50,7,47,42,-26,45,31,-26,92,36,-27
34,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Fabio Fognini","Italy","Tommy Robredo","Spain",1,-3,2,-2,61,63,9,39,82,8,22,40,2,6,100,20,7,31,25,8,26,61,2,5,20,20,8,61,67,10,57,42,10,118,55,11
34,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Tommy Robredo","Spain","Fabio Fognini","Italy",4,3,4,2,57,54,-9,31,74,-8,26,38,-2,5,80,-20,8,39,17,-8,22,59,-2,6,0,-20,7,57,57,-10,61,32,-10,118,44,-11
35,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Gael Monfils","France","Vasek Pospisil","Canada",7,5,2,1,78,65,10,51,74,-9,27,59,19,6,83,12,12,43,16,-9,35,60,20,7,28,12,12,78,69,5,78,35,5,156,52,5
35,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Vasek Pospisil","Canada","Gael Monfils","France",2,-5,1,-1,78,55,-10,43,83,9,35,40,-19,7,71,-12,12,51,25,9,27,40,-20,6,16,-12,12,78,64,-5,78,30,-5,156,47,-5
36,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Roger Federer","Switzerland","Andreas Seppi","Italy",7,7,2,-1,67,59,-2,40,75,14,27,51,-1,5,80,40,10,34,38,13,21,47,-1,5,60,40,9,67,65,7,55,41,7,122,54,9
36,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Andreas Seppi","Italy","Roger Federer","Switzerland",0,-7,3,1,55,61,2,34,61,-14,21,52,1,5,40,-40,9,40,25,-13,27,48,1,5,20,-40,10,55,58,-7,67,34,-7,122,45,-9
37,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","David Ferrer","Spain","Lukas Rosol","Czech Republic",5,5,1,-5,60,80,14,48,72,6,12,41,13,3,66,26,10,42,33,6,21,71,13,5,60,27,9,60,66,13,63,46,13,123,56,13
37,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Lukas Rosol","Czech Republic","David Ferrer","Spain",0,-5,6,5,63,66,-14,42,66,-6,21,28,-13,5,40,-26,9,48,27,-6,12,58,-13,3,33,-27,10,63,53,-13,60,33,-13,123,43,-13
38,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Florian Mayer","Germany","Benoit Paire","France",4,-6,1,-5,78,60,2,47,80,2,31,48,15,7,85,35,12,46,21,2,33,66,15,4,50,36,12,78,67,8,79,40,8,157,54,9
38,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Benoit Paire","France","Florian Mayer","Germany",10,6,6,5,79,58,-2,46,78,-2,33,33,-15,4,50,-35,12,47,19,-2,31,51,-15,7,14,-36,12,79,59,-8,78,32,-8,157,45,-9
39,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Kei Nishikori","Japan","Jurgen Melzer","Austria",4,1,4,2,83,72,12,60,75,9,23,43,0,9,77,22,13,48,33,8,32,56,0,9,44,22,13,83,66,9,80,42,9,163,54,9
39,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Jurgen Melzer","Austria","Kei Nishikori","Japan",3,-1,2,-2,80,60,-12,48,66,-9,32,43,0,9,55,-22,13,60,25,-8,23,56,0,9,22,-22,13,80,57,-9,83,33,-9,163,45,-9
40,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Jo-Wilfried Tsonga","France","Pablo Andujar","Spain",9,8,2,-1,55,56,2,31,80,14,24,45,15,1,0,-20,9,24,33,14,20,70,16,5,80,-20,8,55,65,15,44,50,16,99,58,17
40,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Pablo Andujar","Spain","Jo-Wilfried Tsonga","France",1,-8,3,1,44,54,-2,24,66,-14,20,30,-15,5,20,20,8,31,19,-14,24,54,-16,1,100,20,9,44,50,-15,55,34,-16,99,41,-17
41,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Juan Martin Del Potro","Argentina","Philipp Kohlschreiber","Germany",14,-8,1,1,89,64,6,57,80,5,32,53,1,8,75,9,15,57,24,5,40,47,1,6,33,8,15,89,70,5,97,34,5,186,51,3
41,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Philipp Kohlschreiber","Germany","Juan Martin Del Potro","Argentina",22,8,0,-1,97,58,-6,57,75,-5,40,52,-1,6,66,-9,15,57,19,-5,32,46,-1,8,25,-8,15,97,65,-5,89,29,-5,186,48,-3
42,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Tommy Haas","Germany","Daniel Brands","Germany",6,-4,0,0,61,75,12,46,73,-2,15,60,3,2,100,67,10,36,25,-1,21,42,2,3,66,66,10,61,70,2,57,31,2,118,51,3
42,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Daniel Brands","Germany","Tommy Haas","Germany",10,4,0,0,57,63,-12,36,75,2,21,57,-3,3,33,-67,10,46,26,1,15,40,-2,2,0,-66,10,57,68,-2,61,29,-2,118,48,-3
43,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Nicolas Almagro","Spain","Jeremy Chardy","France",7,2,0,-3,55,74,20,41,90,18,14,42,-8,1,100,40,10,29,27,18,24,50,-7,5,40,40,9,55,78,16,53,37,16,108,58,17
43,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Jeremy Chardy","France","Nicolas Almagro","Spain",5,-2,3,3,53,54,-20,29,72,-18,24,50,8,5,60,-40,9,41,9,-18,14,57,7,1,0,-40,10,53,62,-16,55,21,-16,108,41,-17
44,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Tomas Berdych","Czech Republic","Feliciano Lopez","Spain",8,-7,1,-2,59,55,-7,33,84,11,26,73,30,1,100,40,10,49,26,11,30,56,30,5,40,40,10,59,79,17,79,37,17,138,55,11
44,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Feliciano Lopez","Spain","Tomas Berdych","Czech Republic",15,7,3,2,79,62,7,49,73,-11,30,43,-30,5,60,-40,10,33,15,-11,26,26,-30,1,0,-40,10,79,62,-17,59,20,-17,138,44,-11
45,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Stan Wawrinka","Switzerland","Kevin Anderson","South Africa",14,-7,1,-2,82,52,-14,43,81,11,39,66,14,3,33,-48,15,80,30,12,40,47,14,11,18,-48,16,82,74,10,120,35,10,202,51,3
45,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Kevin Anderson","South Africa","Stan Wawrinka","Switzerland",21,7,3,2,120,66,14,80,70,-11,40,52,-14,11,81,48,16,43,18,-12,39,33,-14,3,66,48,15,120,64,-10,82,25,-10,202,48,-3
46,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Milos Raonic","Canada","Fernando Verdasco","Spain",20,11,1,-1,92,68,1,63,82,4,29,51,-8,4,75,9,15,57,21,4,27,40,-8,3,33,8,15,92,72,0,84,27,0,176,51,3
46,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Fernando Verdasco","Spain","Milos Raonic","Canada",9,-11,2,1,84,67,-1,57,78,-4,27,59,8,3,66,-9,15,63,17,-4,29,48,8,4,25,-8,15,84,72,0,92,27,0,176,48,-3
47,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Carlos Berlocq","Argentina","John Isner","United States",6,-6,0,0,55,70,-7,39,92,23,16,87,7,0,0,-66,11,53,30,23,15,20,8,3,33,33,11,55,90,18,68,27,18,123,56,13
47,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","John Isner","United States","Carlos Berlocq","Argentina",12,6,0,0,68,77,7,53,69,-23,15,80,-7,3,66,66,11,39,7,-23,16,12,-8,0,0,-33,11,68,72,-18,55,9,-18,123,43,-13
48,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"W","Rafael Nadal","Spain","Alexandr Dolgopolov","Ukraine",9,2,1,-1,48,83,25,40,82,7,8,50,9,0,0,-40,9,24,25,8,17,58,8,5,60,60,8,48,77,17,41,39,17,89,59,19
48,2013,"ATP World Tour Masters 1000 Shanghai",32,NA,"L","Alexandr Dolgopolov","Ukraine","Rafael Nadal","Spain",7,-2,2,1,41,58,-25,24,75,-7,17,41,-9,5,40,40,8,40,17,-8,8,50,-8,0,0,-60,9,41,60,-17,48,22,-17,89,40,-19
49,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Novak Djokovic","Serbia","Fabio Fognini","Italy",5,2,0,-2,47,72,2,34,79,21,13,76,29,0,0,-50,9,46,41,21,19,52,29,6,50,50,9,47,78,23,65,44,23,112,58,17
49,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","Fabio Fognini","Italy","Novak Djokovic","Serbia",3,-2,2,2,65,70,-2,46,58,-21,19,47,-29,6,50,50,9,34,20,-21,13,23,-29,0,0,-50,9,65,55,-23,47,21,-23,112,41,-17
50,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Gael Monfils","France","Roger Federer","Switzerland",15,12,5,3,104,58,-13,61,80,9,43,55,4,5,80,10,16,73,28,9,29,48,4,10,30,10,15,104,70,5,102,34,5,206,52,5
50,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","Roger Federer","Switzerland","Gael Monfils","France",3,-12,2,-3,102,71,13,73,71,-9,29,51,-4,10,70,-10,15,61,19,-9,43,44,-4,5,20,-10,16,102,65,-5,104,29,-5,206,47,-5
51,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Florian Mayer","Germany","David Ferrer","Spain",6,5,0,-1,60,66,0,40,70,5,20,60,13,4,75,25,9,41,34,4,21,52,12,8,50,25,10,60,66,7,62,40,7,122,53,7
51,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","David Ferrer","Spain","Florian Mayer","Germany",1,-5,1,1,62,66,0,41,65,-5,21,47,-13,8,50,-25,10,40,30,-4,20,40,-12,4,25,-25,9,62,59,-7,60,33,-7,122,46,-7
52,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Jo-Wilfried Tsonga","France","Kei Nishikori","Japan",13,12,0,0,51,62,-1,32,90,33,19,57,11,3,66,11,9,45,42,33,26,53,11,9,44,11,9,51,78,25,71,46,25,122,59,19
52,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","Kei Nishikori","Japan","Jo-Wilfried Tsonga","France",1,-12,0,0,71,63,1,45,57,-33,26,46,-11,9,55,-11,9,32,9,-33,19,42,-11,3,33,-11,9,71,53,-25,51,21,-25,122,40,-19
53,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Juan Martin Del Potro","Argentina","Tommy Haas","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","Tommy Haas","Germany","Juan Martin Del Potro","Argentina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Nicolas Almagro","Spain","Tomas Berdych","Czech Republic",18,6,4,4,110,64,8,71,81,0,39,58,2,6,83,33,17,58,18,0,44,43,2,4,50,34,16,110,73,3,102,29,3,212,52,5
54,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","Tomas Berdych","Czech Republic","Nicolas Almagro","Spain",12,-6,0,-4,102,56,-8,58,81,0,44,56,-2,4,50,-33,16,71,18,0,39,41,-2,6,16,-34,17,102,70,-3,110,26,-3,212,47,-5
55,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Stan Wawrinka","Switzerland","Milos Raonic","Canada",10,-1,0,0,62,61,-8,38,84,2,24,75,20,0,0,-50,11,41,17,2,18,44,19,2,50,50,11,62,80,6,59,25,6,121,53,7
55,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","Milos Raonic","Canada","Stan Wawrinka","Switzerland",11,1,0,0,59,69,8,41,82,-2,18,55,-20,2,50,50,11,38,15,-2,24,25,-19,0,0,-50,11,59,74,-6,62,19,-6,121,46,-7
56,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"W","Rafael Nadal","Spain","Carlos Berlocq","Argentina",2,-4,1,-1,61,78,9,48,75,14,13,53,8,0,0,-72,9,55,38,13,24,54,8,11,27,27,10,61,70,14,79,43,14,140,55,10
56,2013,"ATP World Tour Masters 1000 Shanghai",16,NA,"L","Carlos Berlocq","Argentina","Rafael Nadal","Spain",6,4,2,1,79,69,-9,55,61,-14,24,45,-8,11,72,72,10,48,25,-13,13,46,-8,0,0,-27,9,79,56,-14,61,29,-14,140,45,-10
57,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"W","Novak Djokovic","Serbia","Gael Monfils","France",4,-5,1,-2,86,62,-3,54,79,14,32,53,6,4,50,13,15,67,34,14,36,52,6,8,62,12,15,86,69,10,103,40,10,189,53,7
57,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"L","Gael Monfils","France","Novak Djokovic","Serbia",9,5,3,2,103,65,3,67,65,-14,36,47,-6,8,37,-13,15,54,20,-14,32,46,-6,4,50,-12,15,103,59,-10,86,30,-10,189,46,-7
58,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"W","Jo-Wilfried Tsonga","France","Florian Mayer","Germany",4,1,3,3,57,54,-20,31,83,20,26,57,11,4,100,38,9,38,36,20,13,53,11,8,37,37,8,57,71,13,51,41,13,108,57,15
58,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"L","Florian Mayer","Germany","Jo-Wilfried Tsonga","France",3,-1,0,-3,51,74,20,38,63,-20,13,46,-11,8,62,-38,8,31,16,-20,26,42,-11,4,0,-37,9,51,58,-13,57,28,-13,108,42,-15
59,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"W","Juan Martin Del Potro","Argentina","Nicolas Almagro","Spain",9,-3,2,2,50,66,2,33,84,8,17,58,30,1,100,38,9,38,23,8,21,71,30,8,37,37,9,50,76,17,59,40,16,109,56,13
59,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"L","Nicolas Almagro","Spain","Juan Martin Del Potro","Argentina",12,3,0,-2,59,64,-2,38,76,-8,21,28,-30,8,62,-38,9,33,15,-8,17,41,-30,1,0,-37,9,59,59,-17,50,24,-16,109,43,-13
60,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"W","Rafael Nadal","Spain","Stan Wawrinka","Switzerland",1,-4,0,-1,73,72,22,53,75,-2,20,65,15,4,100,34,10,31,22,-2,30,50,15,6,33,33,9,73,72,9,61,36,9,134,55,11
60,2013,"ATP World Tour Masters 1000 Shanghai",8,NA,"L","Stan Wawrinka","Switzerland","Rafael Nadal","Spain",5,4,1,1,61,50,-22,31,77,2,30,50,-15,6,66,-34,9,53,24,2,20,35,-15,4,0,-33,10,61,63,-9,73,27,-9,134,44,-11
61,2013,"ATP World Tour Masters 1000 Shanghai",4,NA,"W","Novak Djokovic","Serbia","Jo-Wilfried Tsonga","France",6,2,2,0,60,66,4,40,65,8,20,65,32,3,33,-17,10,45,42,7,27,66,31,10,50,-16,10,60,65,17,72,51,16,132,57,15
61,2013,"ATP World Tour Masters 1000 Shanghai",4,NA,"L","Jo-Wilfried Tsonga","France","Novak Djokovic","Serbia",4,-2,2,0,72,62,-4,45,57,-8,27,33,-32,10,50,17,10,40,35,-7,20,35,-31,3,66,16,10,72,48,-17,60,35,-16,132,42,-15
62,2013,"ATP World Tour Masters 1000 Shanghai",4,NA,"W","Juan Martin Del Potro","Argentina","Rafael Nadal","Spain",5,5,0,-4,65,80,10,52,65,10,13,69,9,6,100,28,9,47,44,10,20,40,10,11,27,27,9,65,66,10,67,43,10,132,54,9
62,2013,"ATP World Tour Masters 1000 Shanghai",4,NA,"L","Rafael Nadal","Spain","Juan Martin Del Potro","Argentina",0,-5,4,4,67,70,-10,47,55,-10,20,60,-9,11,72,-28,9,52,34,-10,13,30,-10,6,0,-27,9,67,56,-10,65,33,-10,132,45,-9
63,2013,"ATP World Tour Masters 1000 Shanghai",2,NA,"W","Novak Djokovic","Serbia","Juan Martin Del Potro","Argentina",10,5,0,-2,85,67,-5,57,78,10,28,57,13,4,75,-8,14,75,32,11,29,55,13,12,16,-9,14,85,71,10,104,38,10,189,53,7
63,2013,"ATP World Tour Masters 1000 Shanghai",2,NA,"L","Juan Martin Del Potro","Argentina","Novak Djokovic","Serbia",5,-5,2,2,104,72,5,75,68,-10,29,44,-13,12,83,8,14,57,21,-11,28,42,-13,4,25,9,14,104,61,-10,85,28,-10,189,46,-7
1,2013,"ATP World Tour Masters 1000 Canada",64,NA,"W","Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2013,"ATP World Tour Masters 1000 Canada",64,NA,"L",NA,NA,"Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2013,"ATP World Tour Masters 1000 Canada",64,NA,"W","Florian Mayer","Germany","Bernard Tomic","Australia",7,5,2,2,80,70,6,56,80,16,24,54,-6,3,33,-36,15,64,35,16,35,40,-5,13,30,-36,15,80,72,10,99,37,10,179,53,7
2,2013,"ATP World Tour Masters 1000 Canada",64,NA,"L","Bernard Tomic","Australia","Florian Mayer","Germany",2,-5,0,-2,99,64,-6,64,64,-16,35,60,6,13,69,36,15,56,19,-16,24,45,5,3,66,36,15,99,62,-10,80,27,-10,179,46,-7
3,2013,"ATP World Tour Masters 1000 Canada",64,NA,"W","Filip Peliwo","Canada","Jarkko Nieminen","Finland",5,2,7,0,89,51,-5,46,69,7,43,46,-2,9,55,-11,12,53,37,7,41,51,-2,15,33,-11,13,89,58,2,94,43,2,183,50,1
3,2013,"ATP World Tour Masters 1000 Canada",64,NA,"L","Jarkko Nieminen","Finland","Filip Peliwo","Canada",3,-2,7,0,94,56,5,53,62,-7,41,48,2,15,66,11,13,46,30,-7,43,53,2,9,44,11,12,94,56,-2,89,41,-2,183,49,-1
4,2013,"ATP World Tour Masters 1000 Canada",64,NA,"W","Denis Istomin","Uzbekistan","Janko Tipsarevic","Serbia",7,1,2,-3,56,57,7,32,78,5,24,75,29,4,100,29,10,30,26,5,30,53,28,7,28,28,9,56,76,16,60,40,17,116,57,15
4,2013,"ATP World Tour Masters 1000 Canada",64,NA,"L","Janko Tipsarevic","Serbia","Denis Istomin","Uzbekistan",6,-1,5,3,60,50,-7,30,73,-5,30,46,-29,7,71,-29,9,32,21,-5,24,25,-28,4,0,-28,10,60,60,-16,56,23,-17,116,42,-15
