"MatchID","Year","Tournament","Round","Time","Result","Player","Nationality_1","Opponent","Nationality_2","Aces","Aces_Diff","Double_Faults","Double_Faults_Diff","First_Serve_Total","First_Serve_Per","First_Serve_Per_Diff","First_Serve_Points_Won_Total","First_Serve_Points_Won_Per","First_Serve_Points_Won_Per_Diff","Second_Serve_Points_Won_Total","Second_Serve_Points_Won_Per","Second_Serve_Points_Won_Per_Diff","Break_Points_Saved_Total","Break_Points_Saved_Per","Break_Points_Saved_Per_Diff","Service_Games_Played","First_Serve_Return_Points_Won_Total","First_Serve_Return_Points_Won_Per","First_Serve_Return_Points_Won_Per_Diff","Second_Serve_Return_Points_Won_Total","Second_Serve_Return_Points_Won_Per","Second_Serve_Return_Points_Won_Per_Diff","Break_Points_Converted_Total","Break_Points_Converted_Per","Break_Points_Converted_Per_Diff","Return_Games_Played","Total_Service_Points_Won_Total","Total_Service_Points_Won_Per","Total_Service_Points_Won_Per_Diff","Total_Return_Points_Won_Total","Total_Return_Points_Won_Per","Total_Return_Points_Won_Per_Diff","Total_Points_Won_Total","Total_Points_Won_Per","Total_Points_Won_Per_Diff"
42,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Nicolas Almagro","Spain","Mikhail Youzhny","Russian Federation",9,8,1,1,87,62,-9,54,68,1,33,60,22,5,40,-48,15,98,32,1,39,61,22,17,11,-49,15,87,65,6,137,40,6,224,50,1
43,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Tommy Haas","Germany","Tommy Robredo","Spain",5,4,0,-1,82,70,-2,58,65,15,24,54,-3,12,83,33,11,51,49,15,19,42,-3,8,50,34,10,82,62,10,70,47,10,152,55,11
43,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Tommy Robredo","Spain","Tommy Haas","Germany",1,-4,1,1,70,72,2,51,50,-15,19,57,3,8,50,-33,10,58,34,-15,24,45,3,12,16,-34,11,70,52,-10,82,37,-10,152,44,-11
44,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","David Ferrer","Spain","Denis Istomin","Uzbekistan",4,-1,1,-2,52,69,0,36,88,22,16,62,22,1,100,34,10,45,33,22,20,60,23,9,33,33,10,52,80,22,65,41,22,117,58,17
44,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Denis Istomin","Uzbekistan","David Ferrer","Spain",5,1,3,2,65,69,0,45,66,-22,20,40,-22,9,66,-34,10,36,11,-22,16,37,-23,1,0,-33,10,65,58,-22,52,19,-22,117,41,-17
45,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Daniel Gimeno-Traver","Spain","Richard Gasquet","France",5,4,1,-4,91,62,-3,57,70,12,34,41,-10,8,50,-16,15,77,41,12,41,48,-10,15,33,-17,16,91,59,4,118,44,4,209,50,1
45,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Richard Gasquet","France","Daniel Gimeno-Traver","Spain",1,-4,5,4,118,65,3,77,58,-12,41,51,10,15,66,16,16,57,29,-12,34,58,10,8,50,17,15,118,55,-4,91,40,-4,209,49,-1
46,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Pablo Andujar","Spain","John Isner","United States",0,-5,1,1,60,76,-5,46,78,8,14,64,19,2,100,40,10,47,29,8,11,54,19,5,40,40,10,60,75,10,58,34,9,118,55,11
46,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","John Isner","United States","Pablo Andujar","Spain",5,5,0,-1,58,81,5,47,70,-8,11,45,-19,5,60,-40,10,46,21,-8,14,35,-19,2,0,-40,10,58,65,-10,60,25,-9,118,44,-11
47,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Kei Nishikori","Japan","Viktor Troicki","Serbia",1,-2,3,1,66,60,-3,40,65,8,26,57,20,6,66,8,10,42,42,7,24,62,20,12,41,8,10,66,62,12,66,50,13,132,56,13
47,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Viktor Troicki","Serbia","Kei Nishikori","Japan",3,2,2,-1,66,63,3,42,57,-8,24,37,-20,12,58,-8,10,40,35,-7,26,42,-20,6,33,-8,10,66,50,-12,66,37,-13,132,43,-13
48,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Roger Federer","Switzerland","Radek Stepanek","Czech Republic",1,-2,2,1,70,57,-6,40,75,12,30,53,20,8,87,27,9,41,36,11,24,66,20,10,40,28,9,70,65,13,65,47,13,135,57,15
48,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Radek Stepanek","Czech Republic","Roger Federer","Switzerland",3,2,1,-1,65,63,6,41,63,-12,24,33,-20,10,60,-27,9,40,25,-11,30,46,-20,8,12,-28,9,65,52,-13,70,34,-13,135,42,-15
49,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","Stan Wawrinka","Switzerland","Grigor Dimitrov","Bulgaria",3,-1,3,2,87,71,4,62,67,1,25,56,6,4,50,8,13,50,34,2,24,50,6,7,57,7,13,87,64,4,74,39,4,161,52,5
49,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Grigor Dimitrov","Bulgaria","Stan Wawrinka","Switzerland",4,1,1,-2,74,67,-4,50,66,-1,24,50,-6,7,42,-8,13,62,32,-2,25,44,-6,4,50,-7,13,74,60,-4,87,35,-4,161,47,-5
50,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","Jo-Wilfried Tsonga","France","Fernando Verdasco","Spain",7,3,3,1,91,67,-1,61,75,9,30,53,-4,5,80,80,14,45,33,9,21,42,-4,3,100,80,13,91,68,5,66,36,5,157,54,9
50,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Fernando Verdasco","Spain","Jo-Wilfried Tsonga","France",4,-3,2,-1,66,68,1,45,66,-9,21,57,4,3,0,-80,13,61,24,-9,30,46,4,5,20,-80,14,66,63,-5,91,31,-5,157,45,-9
51,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","Andy Murray","Great Britain","Gilles Simon","France",9,7,0,-1,97,50,-10,49,67,8,48,60,0,7,42,-41,15,72,40,8,48,39,0,18,16,-41,15,97,63,3,120,40,4,217,50,1
51,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Gilles Simon","France","Andy Murray","Great Britain",2,-7,1,1,120,60,10,72,59,-8,48,60,0,18,83,41,15,49,32,-8,48,39,0,7,57,41,15,120,60,-3,97,36,-4,217,49,-1
52,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","Tomas Berdych","Czech Republic","Kevin Anderson","South Africa",10,-3,0,-2,77,63,-6,49,71,1,28,50,10,3,33,-33,12,57,29,1,25,60,10,9,33,-33,12,77,63,3,82,39,3,159,50,1
52,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Kevin Anderson","South Africa","Tomas Berdych","Czech Republic",13,3,2,2,82,69,6,57,70,-1,25,40,-10,9,66,33,12,49,28,-1,28,50,-10,3,66,33,12,82,60,-3,77,36,-3,159,49,-1
53,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","Rafael Nadal","Spain","Mikhail Youzhny","Russian Federation",0,-1,0,-1,44,75,5,33,75,18,11,54,21,3,66,16,8,35,42,18,15,66,21,10,50,17,9,44,70,20,50,50,21,94,59,19
53,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Mikhail Youzhny","Russian Federation","Rafael Nadal","Spain",1,1,1,1,50,70,-5,35,57,-18,15,33,-21,10,50,-16,9,33,24,-18,11,45,-21,3,33,-17,8,50,50,-20,44,29,-21,94,40,-19
54,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","David Ferrer","Spain","Tommy Haas","Germany",7,5,1,-1,91,72,14,66,72,2,25,68,14,4,50,-16,16,58,29,2,42,45,13,9,33,-17,16,91,71,7,100,36,8,191,52,5
54,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Tommy Haas","Germany","David Ferrer","Spain",2,-5,2,1,100,58,-14,58,70,-2,42,54,-14,9,66,16,16,66,27,-2,25,32,-13,4,50,17,16,100,64,-7,91,28,-8,191,47,-5
55,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","Pablo Andujar","Spain","Daniel Gimeno-Traver","Spain",0,-2,2,2,34,67,5,23,65,-17,11,45,5,5,80,30,5,17,17,-17,10,60,6,2,50,30,5,34,58,-8,27,33,-8,61,47,-5
55,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Daniel Gimeno-Traver","Spain","Pablo Andujar","Spain",2,2,0,-2,27,62,-5,17,82,17,10,40,-5,2,50,-30,5,23,34,17,11,54,-6,5,20,-30,5,27,66,8,34,41,8,61,52,5
56,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"W","Kei Nishikori","Japan","Roger Federer","Switzerland",1,-6,0,0,80,68,4,55,69,-4,25,48,-17,7,71,46,12,42,26,-4,23,34,-18,4,75,47,13,80,62,-8,65,29,-8,145,47,-5
56,2013,"ATP World Tour Masters 1000 Madrid",16,NA,"L","Roger Federer","Switzerland","Kei Nishikori","Japan",7,6,0,0,65,64,-4,42,73,4,23,65,17,4,25,-46,13,55,30,4,25,52,18,7,28,-47,12,65,70,8,80,37,8,145,52,5
57,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"W","Stan Wawrinka","Switzerland","Jo-Wilfried Tsonga","France",1,-4,1,-1,103,72,10,75,70,5,28,46,6,5,60,10,15,67,34,5,40,60,7,10,50,10,15,103,64,8,107,43,8,210,53,7
57,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"L","Jo-Wilfried Tsonga","France","Stan Wawrinka","Switzerland",5,4,2,1,107,62,-10,67,65,-5,40,40,-6,10,50,-10,15,75,29,-5,28,53,-7,5,40,-10,15,107,56,-8,103,35,-8,210,46,-7
58,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"W","Tomas Berdych","Czech Republic","Andy Murray","Great Britain",2,-4,0,-3,83,56,0,47,68,-1,36,55,11,9,77,20,11,46,30,-1,36,55,11,7,42,20,11,83,62,4,82,41,4,165,52,5
58,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"L","Andy Murray","Great Britain","Tomas Berdych","Czech Republic",6,4,3,3,82,56,0,46,69,1,36,44,-11,7,57,-20,11,47,31,1,36,44,-11,9,22,-20,11,82,58,-4,83,37,-4,165,47,-5
59,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"W","Rafael Nadal","Spain","David Ferrer","Spain",2,2,2,-3,98,71,23,70,64,8,28,32,-8,11,54,8,14,48,43,8,50,60,-7,13,53,8,14,98,55,8,98,52,8,196,53,7
59,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"L","David Ferrer","Spain","Rafael Nadal","Spain",0,-2,5,3,98,48,-23,48,56,-8,50,40,8,13,46,-8,14,70,35,-8,28,67,7,11,45,-8,14,98,47,-8,98,44,-8,196,46,-7
60,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"W","Pablo Andujar","Spain","Kei Nishikori","Japan",4,1,3,1,98,65,-4,64,70,4,34,44,-6,12,91,19,11,45,33,4,20,50,-5,11,27,19,10,98,61,0,65,38,0,163,52,5
60,2013,"ATP World Tour Masters 1000 Madrid",8,NA,"L","Kei Nishikori","Japan","Pablo Andujar","Spain",3,-1,2,-1,65,69,4,45,66,-4,20,50,6,11,72,-19,10,64,29,-4,34,55,5,12,8,-19,11,65,61,0,98,38,0,163,47,-5
61,2013,"ATP World Tour Masters 1000 Madrid",4,NA,"W","Stan Wawrinka","Switzerland","Tomas Berdych","Czech Republic",5,-3,4,3,88,52,-13,46,71,-11,42,54,14,8,75,25,14,52,17,-11,27,59,14,8,50,25,15,88,63,-5,79,31,-5,167,48,-3
61,2013,"ATP World Tour Masters 1000 Madrid",4,NA,"L","Tomas Berdych","Czech Republic","Stan Wawrinka","Switzerland",8,3,1,-3,79,65,13,52,82,11,27,40,-14,8,50,-25,15,46,28,11,42,45,-14,8,25,-25,14,79,68,5,88,36,5,167,51,3
62,2013,"ATP World Tour Masters 1000 Madrid",4,NA,"W","Rafael Nadal","Spain","Pablo Andujar","Spain",2,2,2,-1,46,60,-5,28,78,19,18,72,37,3,100,58,8,32,40,19,17,64,37,7,57,57,8,46,76,25,49,48,25,95,62,25
62,2013,"ATP World Tour Masters 1000 Madrid",4,NA,"L","Pablo Andujar","Spain","Rafael Nadal","Spain",0,-2,3,1,49,65,5,32,59,-19,17,35,-37,7,42,-58,8,28,21,-19,18,27,-37,3,0,-57,8,49,51,-25,46,23,-25,95,37,-25
63,2013,"ATP World Tour Masters 1000 Madrid",2,NA,"W","Rafael Nadal","Spain","Stan Wawrinka","Switzerland",3,-2,1,-3,44,65,4,29,89,23,15,73,26,0,0,-72,9,33,33,23,21,52,26,11,27,27,9,44,84,25,54,40,25,98,60,21
63,2013,"ATP World Tour Masters 1000 Madrid",2,NA,"L","Stan Wawrinka","Switzerland","Rafael Nadal","Spain",5,2,4,3,54,61,-4,33,66,-23,21,47,-26,11,72,72,9,29,10,-23,15,26,-26,0,0,-27,9,54,59,-25,44,15,-25,98,39,-21
1,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Lukas Rosol","Czech Republic","Gilles Muller","Luxembourg",14,5,4,2,65,55,0,36,83,6,29,58,8,7,100,40,11,35,22,6,28,50,9,5,40,40,11,65,72,7,63,34,7,128,53,7
2,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Gilles Muller","Luxembourg","Lukas Rosol","Czech Republic",9,-5,2,-2,63,55,0,35,77,-6,28,50,-8,5,60,-40,11,36,16,-6,29,41,-9,7,0,-40,11,63,65,-7,65,27,-7,128,46,-7
3,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Somdev Devvarman","India","Evgeny Donskoy","Russian Federation",6,2,1,-5,111,55,11,62,69,-2,49,55,7,11,81,9,15,52,28,-2,64,51,7,11,27,9,15,111,63,5,116,41,5,227,51,3
3,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Evgeny Donskoy","Russian Federation","Somdev Devvarman","India",4,-2,6,5,116,44,-11,52,71,2,64,48,-7,11,72,-9,15,62,30,2,49,44,-7,11,18,-9,15,116,58,-5,111,36,-5,227,48,-3
4,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Edouard Roger-Vasselin","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Edouard Roger-Vasselin","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Alexandr Dolgopolov","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Alexandr Dolgopolov","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Nikolay Davydenko","Russian Federation","Paolo Lorenzi","Italy",2,0,3,1,64,67,12,43,69,10,21,47,14,6,66,26,10,37,40,10,30,66,14,10,60,27,10,64,62,15,67,52,15,131,57,15
6,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Paolo Lorenzi","Italy","Nikolay Davydenko","Russian Federation",2,0,2,-1,67,55,-12,37,59,-10,30,33,-14,10,40,-26,10,43,30,-10,21,52,-14,6,33,-27,10,67,47,-15,64,37,-15,131,42,-15
7,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Igor Sijsling","Netherlands","Leonardo Mayer","Argentina",2,2,0,-2,14,42,-16,6,83,12,8,87,27,0,0,0,3,7,28,12,5,40,28,0,0,0,2,14,85,19,12,33,19,26,61,23
7,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Leonardo Mayer","Argentina","Igor Sijsling","Netherlands",0,-2,2,2,12,58,16,7,71,-12,5,60,-27,0,0,0,2,6,16,-12,8,12,-28,0,0,0,3,12,66,-19,14,14,-19,26,38,-23
8,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Tommy Haas","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Tommy Haas","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Gilles Simon","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Gilles Simon","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Lleyton Hewitt","Australia","Joao Sousa","Portugal",11,10,5,-3,95,46,-14,44,70,12,51,47,18,11,72,44,10,36,41,12,24,70,18,7,71,44,9,95,57,11,60,53,11,155,56,13
10,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Joao Sousa","Portugal","Lleyton Hewitt","Australia",1,-10,8,3,60,60,14,36,58,-12,24,29,-18,7,28,-44,9,44,29,-12,51,52,-18,11,27,-44,10,60,46,-11,95,42,-11,155,43,-13
11,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Grega Zemlja","Slovenia","Roberto Bautista Agut","Spain",0,0,4,2,30,53,-11,16,50,-12,14,42,-24,3,0,-66,5,16,37,-13,9,33,-24,3,33,-67,4,30,46,-18,25,36,-17,55,41,-17
11,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Roberto Bautista Agut","Spain","Grega Zemlja","Slovenia",0,0,2,-2,25,64,11,16,62,12,9,66,24,3,66,66,4,16,50,13,14,57,24,3,100,67,5,25,64,18,30,53,17,55,58,17
12,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Florian Mayer","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Florian Mayer","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Kevin Anderson","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Kevin Anderson","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Horacio Zeballos","Argentina","Thiemo de Bakker","Netherlands",7,1,5,3,83,49,-10,41,75,1,42,52,1,9,77,35,13,39,25,1,27,48,1,7,57,35,12,83,63,-2,66,34,-2,149,51,3
14,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Thiemo de Bakker","Netherlands","Horacio Zeballos","Argentina",6,-1,2,-3,66,59,10,39,74,-1,27,51,-1,7,42,-35,12,41,24,-1,42,47,-1,9,22,-35,13,66,65,2,83,36,2,149,48,-3
15,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Dudi Sela","Israel","Marinko Matosevic","Australia",2,-2,6,2,71,52,-6,37,67,3,34,41,11,8,37,-13,12,50,36,4,36,69,11,12,50,-12,13,71,54,4,86,50,5,157,52,5
15,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Marinko Matosevic","Australia","Dudi Sela","Israel",4,2,4,-2,86,58,6,50,64,-3,36,30,-11,12,50,13,13,37,32,-4,34,58,-11,8,62,12,12,86,50,-4,71,45,-5,157,47,-5
16,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Janko Tipsarevic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Janko Tipsarevic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","David Ferrer","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"David Ferrer","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Dmitry Tursunov","Russian Federation","Tim Smyczek","United States",4,2,5,3,97,54,-25,53,71,5,44,52,-1,11,81,41,12,57,33,5,15,46,-1,5,60,42,12,97,62,-1,72,36,-1,169,51,3
18,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Tim Smyczek","United States","Dmitry Tursunov","Russian Federation",2,-2,2,-3,72,79,25,57,66,-5,15,53,1,5,40,-41,12,53,28,-5,44,47,1,11,18,-42,12,72,63,1,97,37,1,169,48,-3
19,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Michael Llodra","France","Benoit Paire","France",11,6,3,2,77,61,11,47,72,7,30,53,-3,8,87,62,10,32,34,7,32,43,-3,4,75,63,10,77,64,4,64,39,4,141,53,7
19,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Benoit Paire","France","Michael Llodra","France",5,-6,1,-2,64,50,-11,32,65,-7,32,56,3,4,25,-62,10,47,27,-7,30,46,3,8,12,-63,10,64,60,-4,77,35,-4,141,46,-7
20,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Fabio Fognini","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Fabio Fognini","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Jeremy Chardy","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Jeremy Chardy","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Xavier Malisse","Belgium","Rajeev Ram","United States",11,4,2,-3,129,44,-16,57,61,-10,72,61,20,14,78,8,16,69,28,-10,46,58,20,17,29,8,16,129,61,2,115,40,2,244,51,3
22,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Rajeev Ram","United States","Xavier Malisse","Belgium",7,-4,5,3,115,60,16,69,71,10,46,41,-20,17,70,-8,16,57,38,10,72,38,-20,14,21,-8,16,115,59,-2,129,38,-2,244,48,-3
23,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Victor Hanescu","Romania","Andrey Kuznetsov","Russian Federation",2,0,1,-1,68,64,0,44,68,3,24,75,23,9,77,27,12,46,34,3,25,48,23,8,50,28,12,68,70,10,71,39,10,139,54,9
23,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L","Andrey Kuznetsov","Russian Federation","Victor Hanescu","Romania",2,0,2,1,71,64,0,46,65,-3,25,52,-23,8,50,-27,12,44,31,-3,24,25,-23,9,22,-28,12,71,60,-10,68,29,-10,139,45,-9
24,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Kei Nishikori","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2013,"ATP World Tour Masters 1000 Miami",128,NA,"L",NA,NA,"Kei Nishikori","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Miami",128,NA,"W","Juan Monaco","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
